timestamp,instances,metric
2024-06-20 19:16:43.564297,10,0.670357465653584
2024-06-20 19:16:43.564345,20,0.703548927827719
2024-06-20 19:16:43.564351,30,0.7344658970140139
2024-06-20 19:16:43.564355,40,0.7629096698904749
2024-06-20 19:16:43.564358,50,0.7886945268247106
2024-06-20 19:16:43.564361,60,0.8116497031384057
2024-06-20 19:16:43.564365,70,0.8316211095757136
2024-06-20 19:16:47.292320,80,0.8484728357280233
2024-06-20 19:16:47.292350,90,0.8620884557207067
2024-06-20 19:16:47.292356,100,0.8723721593100642
2024-06-20 19:16:47.292359,110,0.8792497226007931
2024-06-20 19:16:47.292363,120,0.8758136733624845
2024-06-20 19:16:47.292367,130,0.8476885555444897
2024-06-20 19:16:47.683066,140,0.810693953892623
2024-06-20 19:16:48.686008,150,0.7716223771618727
2024-06-20 19:16:50.599660,160,0.7344888820690053
2024-06-20 19:16:51.602362,170,0.6962453166587473
2024-06-20 19:16:52.606692,180,0.6605538196585165
2024-06-20 19:16:53.604471,190,0.6279267759000189
2024-06-20 19:16:54.605691,200,0.5992432967555773
2024-06-20 19:16:55.609564,210,0.5740671802868721
2024-06-20 19:16:56.608916,220,0.5511364810919883
2024-06-20 19:16:57.620236,230,0.5302869426668309
2024-06-20 19:16:58.611143,240,0.5115941390496764
2024-06-20 19:16:59.617903,250,0.49516712199162954
2024-06-20 19:17:00.616599,260,0.48003436431983043
2024-06-20 19:17:01.617056,270,0.46534241939015275
2024-06-20 19:17:02.618271,280,0.44757138255812606
2024-06-20 19:17:03.620092,290,0.42921627139535373
2024-06-20 19:17:04.627234,300,0.4120362526058075
2024-06-20 19:17:05.623922,310,0.39618899488400006
2024-06-20 19:17:06.623801,320,0.3815036554958917
2024-06-20 19:17:07.631418,330,0.36792941784196664
2024-06-20 19:17:11.230322,340,0.35389971750734617
2024-06-20 19:17:11.230344,350,0.3414452088085631
2024-06-20 19:17:12.008703,360,0.33005591104334625
2024-06-20 19:17:13.058511,370,0.319192436023952
2024-06-20 19:17:14.021215,380,0.3091834189458617
2024-06-20 19:17:15.017768,390,0.29847915274557946
2024-06-20 19:17:16.024732,400,0.2885949339526883
2024-06-20 19:17:17.023603,410,0.27903413048396586
2024-06-20 19:17:18.031539,420,0.2701131471201134
2024-06-20 19:17:19.022967,430,0.26161415789008985
2024-06-20 19:17:20.027642,440,0.2537884370449904
2024-06-20 19:17:21.026666,450,0.24726165848676754
2024-06-20 19:17:22.028834,460,0.24123788327764895
2024-06-20 19:17:23.033066,470,0.2356564103472619
2024-06-20 19:17:24.049605,480,0.2309937394439805
2024-06-20 19:17:25.041596,490,0.226229655363566
2024-06-20 19:17:26.045812,500,0.22255663279434926
2024-06-20 19:17:27.057592,510,0.2185333853969258
2024-06-20 19:17:28.045839,520,0.21429699833660712
2024-06-20 19:17:29.047713,530,0.21003358961238974
2024-06-20 19:17:30.048302,540,0.20516930440020797
2024-06-20 19:17:31.051718,550,0.19995802296822024
2024-06-20 19:17:32.054530,560,0.19442316148182806
2024-06-20 19:17:33.055365,570,0.1889881951382122
2024-06-20 19:17:34.056263,580,0.1838180700303547
2024-06-20 19:17:35.057497,590,0.17873994039466062
2024-06-20 19:17:36.079745,600,0.17381168865729085
2024-06-20 19:17:37.060271,610,0.16905132648993082
2024-06-20 19:17:38.061164,620,0.16446171503626486
2024-06-20 19:17:39.070291,630,0.16006958191922172
2024-06-20 19:17:40.063627,640,0.15583717470214026
2024-06-20 19:17:41.069550,650,0.1518455278870528
2024-06-20 19:17:42.066491,660,0.14782084138393384
2024-06-20 19:17:43.068295,670,0.14409818690845563
2024-06-20 19:17:44.069703,680,0.14063106208866366
2024-06-20 19:17:45.073694,690,0.13731679717697012
2024-06-20 19:17:46.075283,700,0.13387326041404238
2024-06-20 19:17:47.073332,710,0.1305605760321885
2024-06-20 19:17:48.074365,720,0.1273544785343188
2024-06-20 19:17:49.075586,730,0.12447854680428652
2024-06-20 19:17:50.076974,740,0.12143635466301067
2024-06-20 19:17:51.078020,750,0.11868270906579262
2024-06-20 19:17:52.122781,760,0.11593239161614126
2024-06-20 19:17:53.082263,770,0.11332191407578936
2024-06-20 19:17:54.083484,780,0.11071452571065281
2024-06-20 19:17:55.085545,790,0.10834697780726947
2024-06-20 19:17:56.087580,800,0.10591790768414389
2024-06-20 19:17:57.090051,810,0.10352192219349167
2024-06-20 19:17:58.088800,820,0.10112442981191488
2024-06-20 19:17:59.090205,830,0.09878251882999947
2024-06-20 19:18:00.092223,840,0.0965112760934831
2024-06-20 19:18:01.094802,850,0.0943125303129829
2024-06-20 19:18:02.095290,860,0.09217867153693841
2024-06-20 19:18:03.096429,870,0.09012714103990309
2024-06-20 19:18:04.138250,880,0.08808048673940493
2024-06-20 19:18:05.099245,890,0.08613505464169673
2024-06-20 19:18:06.104342,900,0.08427804859931629
2024-06-20 19:18:07.101759,910,0.08242521515659999
2024-06-20 19:18:08.102902,920,0.08062077171247596
